iso3,country,year,legacy_category,capacity_v2_rank_50_50,capacity_v2_rank_legacy_56_44,capacity_v2_minmax_50_50,ssr_percentile_rank,production_per_person_percentile_rank,arable_land_hectares_per_person,electricity_access_pct,female_agricultural_employment_pct,fertilizer_consumption_kg_per_hectare_arable_land,rural_population_growth_pct,rural_population_pct
FRA,France,2017,flexible_1,0.931034482758621,0.931034482758621,0.616659420318368,0.931034482758621,0.931034482758621,0.275925184277718,100,1.57187493675426,177.62482732281,0.0709530976604871,21.3532195973632
FRA,France,2018,flexible_1,0.931034482758621,0.931034482758621,0.683960659030324,0.931034482758621,0.931034482758621,0.269905388381501,100,1.37794537395552,170.970793980051,0.242924171830235,21.3285567463401
FRA,France,2019,flexible_1,0.948275862068966,0.950304259634888,0.588509467284956,0.96551724137931,0.931034482758621,0.266284308222629,100,1.45829087336231,157.722612244347,0.249842862636594,21.3109215450644
FRA,France,2020,flexible_1,0.931034482758621,0.935091277890466,0.63374656626218,0.96551724137931,0.896551724137931,0.251248330093988,100,1.42940648451752,179.540121660326,0.217351156518899,21.2880868234751
FRA,France,2021,flexible_1,0.948275862068966,0.950304259634888,0.544054825975411,0.96551724137931,0.931034482758621,0.25073305114082,100,1.44661410685569,171.652047698957,0.241526179010627,21.2635396607662
GBR,United Kingdom,2010,category_2,0.568965517241379,0.566937119675456,0.239509900524571,0.551724137931034,0.586206896551724,0.095114636636995,100,0.611887751295145,243.048576214405,0.123367531940296,19.004834883723
GBR,United Kingdom,2011,category_2,0.517241379310345,0.509127789046653,0.255932997499074,0.448275862068966,0.586206896551724,0.0958285494146981,100,0.663221131978931,246.94820191356,0.037868047824954,18.8640314407373
GBR,United Kingdom,2012,category_2,0.379310344827586,0.363083164300203,0.171129947304875,0.241379310344828,0.517241379310345,0.097502786018113,100,0.693749067690341,232.936252414681,-0.110635391657926,18.7094332240492
GBR,United Kingdom,2013,category_2,0.379310344827586,0.354969574036511,0.197143501867607,0.172413793103448,0.586206896551724,0.0976862390470548,100,0.603616573933552,233.025824368755,-0.227600045925962,18.5426231305113
GBR,United Kingdom,2014,category_2,0.5,0.48580121703854,0.304910024541574,0.379310344827586,0.620689655172414,0.0964654358625172,100,0.698239324934876,247.854335445576,-0.218520665600489,18.3644249249278
GBR,United Kingdom,2015,category_2,0.53448275862069,0.524340770791075,0.316873527319871,0.448275862068966,0.620689655172414,0.0923533117212346,100,0.648201919452258,252.370653801364,-0.311771306241463,18.1756227704353
GBR,United Kingdom,2016,category_2,0.586206896551724,0.586206896551724,0.213173250919435,0.586206896551724,0.586206896551724,0.0918515151053257,100,0.632074480192366,247.759276224295,-0.304580852117663,17.9770008301705
GBR,United Kingdom,2017,category_2,0.5,0.48580121703854,0.223767550635465,0.379310344827586,0.620689655172414,0.0922151385604269,100,0.650729033259164,248.566493032888,-0.617649296291559,17.76934326727
GBR,United Kingdom,2018,category_2,0.46551724137931,0.45131845841785,0.208845636472967,0.344827586206897,0.586206896551724,0.0910855431683437,100,0.624797474220779,245.619777867634,-0.734044011357,17.5534342448705
GBR,United Kingdom,2019,category_2,0.517241379310345,0.505070993914807,0.217707118132827,0.413793103448276,0.620689655172414,0.0913369514318305,100,0.615839604842735,245.004665440953,-0.767606108691646,17.3300579261087
